donor,country_code_WB,region,project_size_USD_calculated,startyear,completion_year,evalyear,eval_lag,project_duration,external_evaluator,success,Grouped Category
GFATM,SDN,Sub-Saharan Africa,18742916,2015,2020,2016,-1461,2101,Unknown,1,Health
GFATM,SDN,Sub-Saharan Africa,17667524,2015,2020,2016,-1461,2010,Unknown,1,Social Services and Welfare
GFATM,SUR,Latin America & Caribbean,4662174,2005,2010,2010,0,2098,Unknown,1,Health
GFATM,SUR,Latin America & Caribbean,5064274,2005,2012,2012,0,2555,Unknown,1,Social Services and Welfare
GFATM,SUR,Latin America & Caribbean,4019927,2007,2014,2014,0,2706,Unknown,1,Social Services and Welfare
GFATM,SUR,Latin America & Caribbean,3260336,2010,2015,2015,0,1886,Unknown,1,Health
GFATM,SUR,Latin America & Caribbean,3914734,2009,2015,2015,0,2190,Unknown,1,Health
GFATM,SUR,Latin America & Caribbean,2543458,2016,2018,2016,-730,1095,Unknown,1,Social Services and Welfare
GFATM,SUR,Latin America & Caribbean,2623081,2015,2021,2016,-1551,2191,Unknown,1,Health
GFATM,SWZ,Sub-Saharan Africa,47865624,2003,2008,2008,-31,1826,Unknown,0,Social Services and Welfare
GFATM,SWZ,Sub-Saharan Africa,1477327,2003,2008,2008,30,1826,Unknown,1,Health
GFATM,SWZ,Sub-Saharan Africa,2400390,2005,2009,2009,0,1825,Unknown,1,Health
GFATM,SWZ,Sub-Saharan Africa,19310180,2005,2010,2009,-365,1825,Unknown,1,Social Services and Welfare
GFATM,SWZ,Sub-Saharan Africa,2670399,2010,2011,2011,-92,637,Unknown,1,Health
GFATM,SWZ,Sub-Saharan Africa,6381772,2009,2014,2014,0,2009,Unknown,1,Health
GFATM,SWZ,Sub-Saharan Africa,8212962,2010,2014,2014,0,1825,Unknown,1,Health
GFATM,SWZ,Sub-Saharan Africa,81555840,2009,2015,2015,-184,2555,Unknown,0,Social Services and Welfare
GFATM,SWZ,Sub-Saharan Africa,4346448,2015,2018,2016,-638,1095,Unknown,0,Social Services and Welfare
GFATM,SWZ,Sub-Saharan Africa,34175380,2015,2018,2016,-638,1095,Unknown,1,Social Services and Welfare
GFATM,SWZ,Sub-Saharan Africa,24908598,2011,2018,2016,-730,2464,Unknown,1,Health
GFATM,SWZ,Sub-Saharan Africa,3725878,2015,2020,2016,-1461,2191,Unknown,1,Health
GFATM,SYR,Middle East & North Africa,8491164,2007,2016,2016,0,3318,Unknown,1,Health
GFATM,SYR,Middle East & North Africa,2553038,2012,2016,2016,0,1795,Unknown,1,Social Services and Welfare
GFATM,TJK,Europe & Central Asia,2425245,2003,2006,2006,0,1095,Unknown,1,Social Services and Welfare
GFATM,TJK,Europe & Central Asia,8062252,2005,2009,2009,0,1825,Unknown,1,Social Services and Welfare
GFATM,TJK,Europe & Central Asia,6527347,2007,2009,2009,-61,791,Unknown,1,Health
GFATM,TJK,Europe & Central Asia,5358413,2006,2010,2010,0,1460,Unknown,1,Health
GFATM,TJK,Europe & Central Asia,6322669,2007,2012,2009,-943,1826,Unknown,1,Social Services and Welfare
GFATM,TJK,Europe & Central Asia,47413880,2009,2015,2015,0,2190,Unknown,1,Social Services and Welfare
GFATM,TJK,Europe & Central Asia,12908783,2009,2015,2015,0,2190,Unknown,1,Health
GFATM,TJK,Europe & Central Asia,43204440,2009,2015,2015,0,2282,Unknown,1,Health
GFATM,TJK,Europe & Central Asia,11693938,2004,2015,2015,0,4077,Unknown,1,Health
GFATM,TJK,Europe & Central Asia,16842304,2015,2017,2016,-365,822,Unknown,1,Social Services and Welfare
GFATM,TZA,Sub-Saharan Africa,4647000,2003,2005,2005,0,730,Unknown,1,Social Services and Welfare
GFATM,TZA,Sub-Saharan Africa,74878688,2005,2009,2008,-366,1279,Unknown,1,Health
GFATM,TZA,Sub-Saharan Africa,21426976,2005,2010,2009,-181,1825,Unknown,1,Social Services and Welfare
GFATM,TZA,Sub-Saharan Africa,41598256,2005,2010,2010,0,2009,Unknown,1,Social Services and Welfare
GFATM,TZA,Sub-Saharan Africa,173764928,2005,2010,2010,-306,1947,Unknown,1,Social Services and Welfare
GFATM,TZA,Sub-Saharan Africa,66659048,2004,2010,2009,-181,2006,Unknown,1,Social Services and Welfare
GFATM,TZA,Sub-Saharan Africa,94371872,2009,2011,2011,-214,729,Unknown,1,Health
GFATM,TZA,Sub-Saharan Africa,16316468,2008,2011,2010,-274,1003,Unknown,0,Health
GFATM,TZA,Sub-Saharan Africa,77030496,2003,2014,2012,-638,3833,Unknown,1,Health
GFATM,TZA,Sub-Saharan Africa,6531252,2009,2014,2014,0,1825,Unknown,1,Social Services and Welfare
GFATM,TZA,Sub-Saharan Africa,33905092,2007,2015,2014,-242,2798,Unknown,1,Health
GFATM,TZA,Sub-Saharan Africa,445261248,2010,2015,2014,-365,2039,Unknown,1,Social Services and Welfare
GFATM,TZA,Sub-Saharan Africa,110136808,2011,2016,2015,-121,1826,Unknown,1,Health
GFATM,TZA,Sub-Saharan Africa,54995428,2005,2016,2016,-184,4201,Unknown,1,Social Services and Welfare
GFATM,TZA,Sub-Saharan Africa,16311540,2015,2020,2016,-1645,2010,Unknown,1,Health
GFATM,TZA,Sub-Saharan Africa,294453024,2011,2020,2016,-1706,3562,Unknown,0,Health
GFATM,TZA,Sub-Saharan Africa,355041248,2015,2020,2016,-1645,2010,Unknown,1,Social Services and Welfare
GFATM,THA,East Asia & Pacific,1236108,2004,2007,2007,0,1094,Unknown,1,Social Services and Welfare
GFATM,THA,East Asia & Pacific,5264162,2004,2009,2009,0,1825,Unknown,1,Health
GFATM,THA,East Asia & Pacific,10266851,2003,2009,2008,-243,2069,Unknown,1,Health
GFATM,THA,East Asia & Pacific,12206744,2003,2009,2008,-181,2007,Unknown,1,Social Services and Welfare
GFATM,THA,East Asia & Pacific,14774547,2003,2009,2008,-243,2069,Unknown,1,Social Services and Welfare
GFATM,THA,East Asia & Pacific,140194720,2003,2011,2011,0,2921,Unknown,1,Social Services and Welfare
GFATM,THA,East Asia & Pacific,6045042,2009,2011,2011,0,821,Unknown,1,Social Services and Welfare
GFATM,THA,East Asia & Pacific,8580552,2009,2011,2011,0,851,Unknown,1,Social Services and Welfare
GFATM,THA,East Asia & Pacific,15071273,2009,2011,2011,0,821,Unknown,1,Social Services and Welfare
GFATM,THA,East Asia & Pacific,9022671,2009,2011,2011,92,729,Unknown,1,Health
GFATM,THA,East Asia & Pacific,7988441,2007,2012,2012,0,1826,Unknown,1,Health
GFATM,THA,East Asia & Pacific,7428924,2007,2012,2012,0,1826,Unknown,1,Health
GFATM,THA,East Asia & Pacific,15526805,2008,2013,2011,-639,1825,Unknown,1,Health
GFATM,THA,East Asia & Pacific,9376210,2011,2014,2014,0,1187,Unknown,0,Social Services and Welfare
GFATM,THA,East Asia & Pacific,11522926,2011,2014,2014,0,1095,Unknown,1,Social Services and Welfare
GFATM,THA,East Asia & Pacific,24255588,2011,2014,2014,0,1187,Unknown,1,Health
GFATM,THA,East Asia & Pacific,14637603,2011,2014,2014,0,1187,Unknown,1,Social Services and Welfare
GFATM,THA,East Asia & Pacific,53744432,2011,2015,2014,-365,1552,Unknown,1,Social Services and Welfare
GFATM,THA,East Asia & Pacific,62790428,2011,2017,2016,-457,2283,Unknown,1,Health
GFATM,THA,East Asia & Pacific,17349664,2015,2020,2016,-1553,2191,Unknown,1,Social Services and Welfare
GFATM,THA,East Asia & Pacific,18591508,2015,2020,2016,-1553,2191,Unknown,1,Social Services and Welfare
GFATM,TKM,Europe & Central Asia,17369918,2010,2016,2016,0,2099,Unknown,1,Health
GFATM,TGO,Sub-Saharan Africa,1683719,2004,2007,2007,0,1094,Unknown,0,Health
GFATM,TGO,Sub-Saharan Africa,13294127,2003,2009,2009,30,2008,Unknown,1,Social Services and Welfare
GFATM,TGO,Sub-Saharan Africa,5716356,2004,2009,2009,0,1825,Unknown,1,Health
GFATM,TGO,Sub-Saharan Africa,6623341,2008,2010,2010,0,1095,Unknown,1,Health
GFATM,TGO,Sub-Saharan Africa,10393978,2005,2010,2010,0,1825,Unknown,1,Health
GFATM,TGO,Sub-Saharan Africa,30467238,2005,2011,2010,-59,2159,Unknown,1,Social Services and Welfare
GFATM,TGO,Sub-Saharan Africa,5422964,2008,2012,2012,0,1826,Unknown,1,Health
GFATM,TGO,Sub-Saharan Africa,42400540,2011,2015,2015,0,1825,Unknown,1,Health
GFATM,TGO,Sub-Saharan Africa,840709,2013,2015,2015,0,1002,Unknown,1,Health
GFATM,TGO,Sub-Saharan Africa,10817612,2009,2015,2015,0,2129,Unknown,1,Social Services and Welfare
GFATM,TGO,Sub-Saharan Africa,47057760,2009,2015,2015,0,2129,Unknown,1,Social Services and Welfare
GFATM,TGO,Sub-Saharan Africa,14809839,2011,2015,2015,0,1825,Unknown,0,Health
GFATM,TGO,Sub-Saharan Africa,21234940,2016,2020,2016,-1461,1826,Unknown,1,Health
GFATM,TGO,Sub-Saharan Africa,27139224,2015,2020,2016,-1461,1918,Unknown,1,Social Services and Welfare
GFATM,TGO,Sub-Saharan Africa,2828621,2015,2020,2016,-1461,1918,Unknown,1,Health
GFATM,TUN,Middle East & North Africa,617792,2010,2015,2015,0,1825,Unknown,1,Health
GFATM,TUN,Middle East & North Africa,19777642,2007,2016,2015,-366,3409,Unknown,0,Social Services and Welfare
GFATM,TUN,Middle East & North Africa,4194102,2010,2016,2015,-91,2191,Unknown,1,Health
GFATM,TUR,Europe & Central Asia,3272762,2005,2008,2008,0,913,Unknown,1,Social Services and Welfare
GFATM,UGA,Sub-Saharan Africa,26160888,2003,2005,2004,-182,730,Unknown,0,Social Services and Welfare
GFATM,UGA,Sub-Saharan Africa,4599506,2004,2006,2006,92,729,Unknown,0,Health
GFATM,UGA,Sub-Saharan Africa,21054782,2004,2006,2006,-16,929,Unknown,0,Health
GFATM,UGA,Sub-Saharan Africa,43358400,2005,2008,2008,-184,1279,Unknown,0,Social Services and Welfare
GFATM,UGA,Sub-Saharan Africa,4425741,2008,2011,2011,0,1400,Unknown,1,Health
GFATM,UGA,Sub-Saharan Africa,95826536,2005,2013,2013,-184,2952,Unknown,1,Health
GFATM,UGA,Sub-Saharan Africa,113512208,2009,2014,2014,0,1825,Unknown,1,Health
GFATM,UGA,Sub-Saharan Africa,28210738,2012,2014,2014,0,943,Unknown,1,Health
GFATM,UGA,Sub-Saharan Africa,19744006,2012,2014,2014,0,851,Unknown,0,Health
GFATM,UGA,Sub-Saharan Africa,9691965,2012,2014,2014,0,974,Unknown,1,Health
GFATM,UGA,Sub-Saharan Africa,150470144,2009,2015,2015,0,2159,Unknown,1,Social Services and Welfare
GFATM,UGA,Sub-Saharan Africa,6043614,2012,2015,2014,-181,1063,Unknown,1,Health
GFATM,UGA,Sub-Saharan Africa,42817104,2011,2015,2015,0,1429,Unknown,0,Social Services and Welfare
GFATM,UGA,Sub-Saharan Africa,11724394,2015,2017,2016,-549,914,Unknown,1,Health
GFATM,UGA,Sub-Saharan Africa,4244413,2015,2017,2016,-365,914,Unknown,1,Health
GFATM,UGA,Sub-Saharan Africa,197939968,2015,2020,2016,-1645,2010,Unknown,1,Social Services and Welfare
GFATM,UGA,Sub-Saharan Africa,2830084,2015,2020,2016,-1461,2010,Unknown,1,Social Services and Welfare
GFATM,UGA,Sub-Saharan Africa,25748190,2015,2020,2016,-1461,2191,Unknown,1,Health
GFATM,UGA,Sub-Saharan Africa,105866112,2015,2020,2015,-1827,2191,Unknown,0,Health
GFATM,UGA,Sub-Saharan Africa,29759130,2012,2020,2016,-1645,3287,Unknown,1,Health
GFATM,UKR,Europe & Central Asia,99224888,2004,2009,2009,0,1842,Unknown,1,Social Services and Welfare
GFATM,UKR,Europe & Central Asia,51809684,2007,2012,2012,-122,1826,Unknown,1,Social Services and Welfare
GFATM,UKR,Europe & Central Asia,78025024,2007,2012,2012,0,1826,Unknown,1,Social Services and Welfare
GFATM,UKR,Europe & Central Asia,29601182,2011,2013,2013,0,1003,Unknown,1,Health
GFATM,UKR,Europe & Central Asia,30464308,2013,2014,2014,0,456,Unknown,1,Health
GFATM,UKR,Europe & Central Asia,54136668,2012,2014,2014,0,1095,Unknown,1,Social Services and Welfare
GFATM,UKR,Europe & Central Asia,64731184,2012,2014,2014,0,1095,Unknown,1,Social Services and Welfare
GFATM,UKR,Europe & Central Asia,5282149,2012,2014,2014,0,1095,Unknown,1,Social Services and Welfare
GFATM,UKR,Europe & Central Asia,62281884,2015,2020,2016,-1461,2191,Unknown,1,Social Services and Welfare
GFATM,UKR,Europe & Central Asia,2778487,2015,2020,2016,-1461,2191,Unknown,1,Social Services and Welfare
GFATM,UKR,Europe & Central Asia,59494608,2015,2020,2016,-1461,2191,Unknown,1,Social Services and Welfare
GFATM,URY,Latin America & Caribbean,2107633,2012,2013,2013,0,730,Unknown,1,Social Services and Welfare
GFATM,URY,Latin America & Caribbean,1348100,2012,2013,2013,0,730,Unknown,1,Social Services and Welfare
GFATM,UZB,Europe & Central Asia,2302476,2005,2010,2010,0,1825,Unknown,1,Health
GFATM,UZB,Europe & Central Asia,10494111,2005,2010,2010,0,1825,Unknown,1,Health
GFATM,UZB,Europe & Central Asia,20546210,2004,2010,2010,0,2221,Unknown,1,Social Services and Welfare
GFATM,UZB,Europe & Central Asia,6983392,2011,2012,2011,-550,730,Unknown,1,Social Services and Welfare
GFATM,UZB,Europe & Central Asia,2460564,2010,2015,2015,0,2190,Unknown,0,Health
GFATM,UZB,Europe & Central Asia,34641448,2012,2016,2016,0,1642,Unknown,1,Social Services and Welfare
GFATM,UZB,Europe & Central Asia,52365380,2009,2016,2016,0,2403,Unknown,1,Health
GFATM,UZB,Europe & Central Asia,7285861,2016,2018,2016,-546,729,Unknown,1,Health
GFATM,UZB,Europe & Central Asia,14377815,2016,2018,2016,-546,729,Unknown,1,Social Services and Welfare
GFATM,YEM,Middle East & North Africa,1645056,2005,2007,2007,0,821,Unknown,0,Social Services and Welfare
GFATM,YEM,Middle East & North Africa,11827964,2004,2009,2009,-61,1886,Unknown,1,Health
GFATM,YEM,Middle East & North Africa,6033863,2005,2010,2010,-184,2009,Unknown,1,Health
GFATM,YEM,Middle East & North Africa,2247002,2005,2010,2007,-1004,1825,Unknown,0,Social Services and Welfare
GFATM,YEM,Middle East & North Africa,10835202,2008,2012,2012,0,1826,Unknown,1,Social Services and Welfare
GFATM,YEM,Middle East & North Africa,25402550,2008,2015,2015,0,2402,Unknown,0,Health
GFATM,YEM,Middle East & North Africa,10427796,2011,2016,2016,0,1979,Unknown,1,Health
GFATM,YEM,Middle East & North Africa,1472157,2013,2016,2016,0,1460,Unknown,1,Social Services and Welfare
GFATM,YEM,Middle East & North Africa,8871808,2015,2016,2016,0,549,Unknown,0,Health
GFATM,ZMB,Sub-Saharan Africa,2879188,2005,2007,2005,-424,729,Unknown,0,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,10279103,2003,2008,2008,67,1827,Unknown,1,Health
GFATM,ZMB,Sub-Saharan Africa,17694274,2003,2008,2005,-1120,1826,Unknown,1,Health
GFATM,ZMB,Sub-Saharan Africa,22762452,2003,2008,2008,-24,1826,Unknown,1,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,3350649,2003,2008,2008,30,1857,Unknown,1,Health
GFATM,ZMB,Sub-Saharan Africa,34488348,2003,2009,2008,-183,2010,Unknown,1,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,34049164,2003,2009,2008,-229,2010,Unknown,1,Health
GFATM,ZMB,Sub-Saharan Africa,20204480,2003,2009,2008,-24,2010,Unknown,1,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,1161875,2005,2009,2008,-31,1157,Unknown,1,Health
GFATM,ZMB,Sub-Saharan Africa,1107753,2008,2010,2010,-184,913,Unknown,0,Health
GFATM,ZMB,Sub-Saharan Africa,613667,2008,2010,2010,-214,729,Unknown,1,Health
GFATM,ZMB,Sub-Saharan Africa,21017432,2005,2010,2010,-184,2009,Unknown,0,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,11687212,2005,2010,2010,-275,2009,Unknown,0,Health
GFATM,ZMB,Sub-Saharan Africa,64684996,2005,2010,2010,-275,2009,Unknown,1,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,7130018,2005,2011,2009,-730,2007,Unknown,1,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,41141480,2005,2011,2009,-669,2006,Unknown,0,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,20321300,2005,2011,2010,-212,2006,Unknown,0,Health
GFATM,ZMB,Sub-Saharan Africa,8130270,2012,2012,2012,0,181,Unknown,1,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,2914109,2009,2013,2011,-1006,1491,Unknown,0,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,0,2008,2013,2009,-1369,1825,Unknown,1,Health
GFATM,ZMB,Sub-Saharan Africa,65524688,2011,2013,2012,-304,791,Unknown,1,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,25378616,2010,2013,2012,-548,1459,Unknown,1,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,76028608,2011,2013,2013,-123,791,Unknown,1,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,2548447,2010,2013,2011,-823,1460,Unknown,0,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,2810467,2008,2013,2013,0,1825,Unknown,1,Health
GFATM,ZMB,Sub-Saharan Africa,86603544,2012,2014,2013,-365,913,Unknown,1,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,9589504,2008,2014,2014,-184,2374,Unknown,1,Health
GFATM,ZMB,Sub-Saharan Africa,37027168,2011,2015,2015,0,1491,Unknown,1,Health
GFATM,ZMB,Sub-Saharan Africa,14755386,2011,2015,2015,0,1337,Unknown,1,Health
GFATM,ZMB,Sub-Saharan Africa,156509072,2013,2017,2016,-243,1215,Unknown,1,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,49095256,2015,2020,2016,-1461,2191,Unknown,1,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,61473652,2015,2020,2016,-1461,2191,Unknown,1,Health
GFATM,ZMB,Sub-Saharan Africa,88504536,2015,2020,2016,-1461,2191,Unknown,1,Social Services and Welfare
GFATM,ZMB,Sub-Saharan Africa,9823157,2015,2020,2016,-1461,2191,Unknown,1,Health
GFATM,ZWE,Sub-Saharan Africa,6277185,2005,2008,2006,-731,1095,Unknown,1,Social Services and Welfare
GFATM,ZWE,Sub-Saharan Africa,4816339,2007,2008,2008,92,181,Unknown,1,Social Services and Welfare
GFATM,ZWE,Sub-Saharan Africa,6926196,2003,2008,2005,-792,1705,Unknown,1,Health
GFATM,ZWE,Sub-Saharan Africa,7928652,2007,2009,2009,-153,822,Unknown,0,Health
GFATM,ZWE,Sub-Saharan Africa,13643310,2007,2009,2009,0,730,Unknown,0,Social Services and Welfare
GFATM,ZWE,Sub-Saharan Africa,1265360,2007,2009,2008,-243,761,Unknown,0,Social Services and Welfare
GFATM,ZWE,Sub-Saharan Africa,2738598,2007,2009,2009,0,699,Unknown,0,Health
GFATM,ZWE,Sub-Saharan Africa,40610100,2009,2010,2010,0,364,Unknown,1,Social Services and Welfare
GFATM,ZWE,Sub-Saharan Africa,15386674,2009,2010,2010,0,425,Unknown,1,Health
GFATM,ZWE,Sub-Saharan Africa,6805785,2009,2010,2010,0,395,Unknown,1,Health
GFATM,ZWE,Sub-Saharan Africa,31887998,2010,2012,2012,0,820,Unknown,1,Health
GFATM,ZWE,Sub-Saharan Africa,236977904,2010,2014,2013,-549,1825,Unknown,1,Social Services and Welfare
GFATM,ZWE,Sub-Saharan Africa,41858792,2012,2014,2014,-184,1004,Unknown,1,Health
GFATM,ZWE,Sub-Saharan Africa,51019612,2010,2014,2014,0,1825,Unknown,1,Health
GFATM,ZWE,Sub-Saharan Africa,74106560,2010,2015,2014,-457,2098,Unknown,1,Health
GFATM,ZWE,Sub-Saharan Africa,46372476,2015,2020,2016,-1461,2191,Unknown,1,Health
GFATM,ZWE,Sub-Saharan Africa,25907454,2015,2020,2016,-1461,2191,Unknown,1,Health
GFATM,ZWE,Sub-Saharan Africa,568724864,2014,2020,2016,-1461,2556,Unknown,1,Social Services and Welfare
GiZ,ALB,Europe & Central Asia,2160000,2002,2007,2006,-274,2038,external,1,Agriculture and Environment
GiZ,ARG,Latin America & Caribbean,3216000,1999,2005,2007,730,2345,external,1,Agriculture and Environment
GiZ,BEN,Sub-Saharan Africa,6289200,1998,2007,2008,365,3287,external,0,Social Services and Welfare
GiZ,BFA,Sub-Saharan Africa,17796000,1989,2004,2006,1004,5450,external,1,Agriculture and Environment
GiZ,BFA,Sub-Saharan Africa,6460800,1998,2005,2010,2160,2345,external,0,Education
GiZ,BFA,Sub-Saharan Africa,30000000,2005,2007,2008,366,1064,external,0,Government and Civil Society
GiZ,BFA,Sub-Saharan Africa,5400000,1997,2009,2006,-943,4352,external,1,Social Services and Welfare
GiZ,BGD,South Asia,7260000,2004,2012,2012,-183,3105,external,0,Social Services and Welfare
GiZ,BOL,Latin America & Caribbean,6960000,1998,2006,2009,1371,2891,external,1,Social Services and Welfare
GiZ,BOL,Latin America & Caribbean,84000000,2002,2011,2008,-1248,3621,external,1,Government and Civil Society
GiZ,BIH,Europe & Central Asia,3360000,2000,2005,2006,456,1888,external,0,Government and Civil Society
GiZ,BIH,Europe & Central Asia,6600000,2003,2007,2007,-122,1795,external,1,Agriculture and Environment
GiZ,BRA,Latin America & Caribbean,1393200,2001,2004,2011,2281,1279,external,1,Agriculture and Environment
GiZ,BRA,Latin America & Caribbean,3720000,1995,2004,2008,1309,3258,external,1,Infrastructure and Basic Services
GiZ,BGR,Europe & Central Asia,8304000,1999,2006,2006,0,2526,external,1,Agriculture and Environment
GiZ,BGR,Europe & Central Asia,2400000,2004,2010,2010,184,2130,external,1,Education
GiZ,CMR,Sub-Saharan Africa,39600000,2003,2015,2009,-2494,4383,external,0,Government and Civil Society
GiZ,CHL,Latin America & Caribbean,1341600,1998,2002,2008,2131,1581,external,1,Agriculture and Environment
GiZ,CHL,Latin America & Caribbean,9600000,2004,2008,2009,121,1796,external,1,Government and Civil Society
GiZ,CHN,East Asia & Pacific,2146800,2002,2006,2007,456,1584,external,1,Infrastructure and Basic Services
GiZ,CHN,East Asia & Pacific,8522400,2001,2007,2007,61,2161,external,0,Infrastructure and Basic Services
GiZ,CHN,East Asia & Pacific,13099200,1998,2007,2010,1035,3621,external,1,Education
GiZ,CHN,East Asia & Pacific,7920000,2005,2010,2009,-121,1612,external,1,Social Services and Welfare
GiZ,COL,Latin America & Caribbean,28200000,2007,2015,2011,-1369,2981,external,1,Emergency and Humanitarian Aid
GiZ,CRI,Latin America & Caribbean,2427600,2003,2006,2007,31,1430,external,0,Agriculture and Environment
GiZ,CRI,Latin America & Caribbean,4825200,2000,2010,2009,-516,3683,external,1,Government and Civil Society
GiZ,HRV,Europe & Central Asia,3180000,2005,2009,2007,-822,1795,external,0,Agriculture and Environment
GiZ,DOM,Latin America & Caribbean,828000,2001,2004,2006,730,1065,external,0,Government and Civil Society
GiZ,DOM,Latin America & Caribbean,3072000,2003,2006,2006,31,1034,external,0,Government and Civil Society
GiZ,DOM,Latin America & Caribbean,1432800,2003,2007,2007,181,1433,external,0,Infrastructure and Basic Services
GiZ,VNM,East Asia & Pacific,11400000,1993,2004,2006,669,4262,external,1,Agriculture and Environment
GiZ,VNM,East Asia & Pacific,3388800,2006,2010,2012,578,1614,external,0,Social Services and Welfare
GiZ,VNM,East Asia & Pacific,11745600,2005,2013,2008,-1492,2891,external,0,Infrastructure and Basic Services
GiZ,ECU,Latin America & Caribbean,6000000,2003,2013,2007,-2192,3653,external,1,Government and Civil Society
GiZ,ECU,Latin America & Caribbean,8880000,2004,2013,2006,-2710,3622,external,0,Agriculture and Environment
GiZ,ETH,Sub-Saharan Africa,4304400,1998,2004,2006,608,2192,external,1,Government and Civil Society
GiZ,ETH,Sub-Saharan Africa,3477600,1996,2004,2008,1491,2861,external,0,Infrastructure and Basic Services
GiZ,ETH,Sub-Saharan Africa,400800,2004,2008,2007,-366,1461,external,1,Infrastructure and Basic Services
GiZ,ETH,Sub-Saharan Africa,29640000,2005,2015,2006,-3287,3986,external,1,Multisector and Unallocated
GiZ,GHA,Sub-Saharan Africa,3780000,1997,2005,2010,2009,2892,external,0,Education
GiZ,GHA,Sub-Saharan Africa,22644000,1998,2008,2008,92,3623,external,0,Infrastructure and Basic Services
GiZ,GHA,Sub-Saharan Africa,18000000,2003,2013,2009,-1704,3623,external,0,Government and Civil Society
GiZ,GEO,Europe & Central Asia,2880000,2007,2009,2009,-153,1065,external,1,Government and Civil Society
GiZ,GEO,Europe & Central Asia,2160000,2003,2012,2006,-2253,3622,external,1,Government and Civil Society
GiZ,GEO,Europe & Central Asia,5160000,2005,2012,2007,-1888,2891,external,1,Social Services and Welfare
GiZ,GTM,Latin America & Caribbean,1440000,1997,2007,2007,-30,3682,external,1,Social Services and Welfare
GiZ,GTM,Latin America & Caribbean,900000,2009,2012,2011,-610,1430,external,0,Emergency and Humanitarian Aid
GiZ,GTM,Latin America & Caribbean,16800000,2005,2012,2011,-610,2891,external,0,Emergency and Humanitarian Aid
GiZ,GTM,Latin America & Caribbean,7800000,2006,2013,2009,-1795,2891,external,1,Government and Civil Society
GiZ,IND,South Asia,15302400,1989,2005,2008,1249,5905,external,1,Infrastructure and Basic Services
GiZ,IND,South Asia,11028000,1994,2006,2006,-30,4627,external,1,Agriculture and Environment
GiZ,IND,South Asia,3374400,2004,2006,2010,1734,762,external,1,Education
GiZ,IDN,East Asia & Pacific,18346800,1992,2005,2006,518,4717,external,1,Government and Civil Society
GiZ,IDN,East Asia & Pacific,11504400,2005,2009,2010,487,1431,external,1,Education
GiZ,IDN,East Asia & Pacific,16080000,1999,2010,2010,-120,4079,external,1,Social Services and Welfare
GiZ,IDN,East Asia & Pacific,37904400,2005,2010,2010,122,1796,external,1,Education
GiZ,IDN,East Asia & Pacific,9402000,2006,2011,2012,31,2160,external,1,Health
GiZ,JOR,Middle East & North Africa,33600000,2006,2015,2008,-2495,3257,external,1,Agriculture and Environment
GiZ,KEN,Sub-Saharan Africa,21000000,2003,2013,2008,-1826,3714,external,1,Infrastructure and Basic Services
GiZ,KGZ,Europe & Central Asia,2148000,2000,2002,2007,1765,1065,external,0,Social Services and Welfare
GiZ,KAZ,Europe & Central Asia,4200000,2007,2010,2010,61,1249,external,1,Education
GiZ,LAO,East Asia & Pacific,9015600,1999,2003,2011,2892,1795,external,0,Social Services and Welfare
GiZ,LAO,East Asia & Pacific,18000000,2004,2009,2011,700,2161,external,0,Government and Civil Society
GiZ,LSO,Sub-Saharan Africa,11652000,1993,2002,2006,1553,3499,external,0,Agriculture and Environment
GiZ,MRT,Sub-Saharan Africa,10162800,1995,2004,2009,1826,3531,external,0,Agriculture and Environment
GiZ,MRT,Sub-Saharan Africa,18000000,2005,2010,2007,-1430,2160,external,1,Agriculture and Environment
GiZ,MKD,Europe & Central Asia,477600,1997,2000,2006,2282,1127,external,1,Government and Civil Society
GiZ,MKD,Europe & Central Asia,3771600,2000,2006,2011,1645,2099,external,0,Education
GiZ,MWI,Sub-Saharan Africa,9108000,2003,2007,2009,456,1795,external,0,Government and Civil Society
GiZ,MEX,Latin America & Caribbean,2892000,2002,2008,2008,274,2101,external,0,Infrastructure and Basic Services
GiZ,MDA,Europe & Central Asia,2232000,1997,2004,2009,1979,2312,external,0,Social Services and Welfare
GiZ,MLI,Sub-Saharan Africa,3600000,2001,2009,2006,-974,2891,external,1,Social Services and Welfare
GiZ,MLI,Sub-Saharan Africa,7833600,2002,2013,2006,-2587,4352,external,1,Government and Civil Society
